accession_numbers,Substrate_ACC,Gene Names,Substrate_GN
NP_689622,Q7Z6I8,C5orf24,C5orf24
NP_778253,Q7Z794,KRT77 KRT1B,KRT77
NP_859067,Q7Z7K6,CENPV PRR6,CENPV
NP_034448,Q80SZ7,Gng5 Gngt5,Gng5
NP_766356,Q80TI0,Gramd1b Kiaa1201,Gramd1b
NP_001106825,Q80TJ7,Phf8 Kiaa1111,Phf8
NP_766298,Q80TS8,Sel1l3 Kiaa0746,Sel1l3
NP_081834,Q80UU9,Pgrmc2,Pgrmc2
NP_766301,Q80UZ2,Sdad1,Sdad1
NP_001157290,Q80W00,Ppp1r10 Cat53 Pnuts,Ppp1r10
NP_848485,Q80W47,Wipi2,Wipi2
NP_796159,Q80WC1,Ubn2 Kiaa2030,Ubn2
NP_851795,Q80X32,,
NP_035835,Q80X41,Vrk1,Vrk1
NP_473392,Q80XI4,Pip4k2b Pip5k2b,Pip4k2b
NP_780503,Q80XU3,Nucks1 Nucks,Nucks1
NP_077250,Q80YQ8,Rmnd5a,Rmnd5a
NP_001025150,Q80YR5,Safb2,Safb2
NP_033801,Q810B6,Ankfy1 Ankhzn Kiaa1255,Ankfy1
NP_789793,Q86SG5,S100A7A S100A15 S100A7L1,S100A7A
NP_006768,Q86T24,ZBTB33 KAISO ZNF348,ZBTB33
NP_001096121,Q86TJ5,ZNF554,ZNF554
NP_001032238,Q86TX2,ACOT1 CTE1,ACOT1
NP_001106878,Q86U70,LDB1 CLIM2,LDB1
NP_078896,Q86UD4,ZNF329,ZNF329
NP_848927,Q86UE4,MTDH AEG1 LYRIC,MTDH
NP_872363,Q86UU0,BCL9L DLNB11,BCL9L
NP_001073312,Q86V15,CASZ1 CST SRG ZNF693,CASZ1
NP_653205,Q86VM9,ZC3H18 NHN1,ZC3H18
NP_060918,Q86VP6,CAND1 KIAA0829 TIP120 TIP120A,CAND1
NP_835235,Q86W10,CYP4Z1 UNQ3060/PRO9882,CYP4Z1
NP_004323,Q86WA6,BPHL MCNAA,BPHL
NP_057562,Q86WB0,ZC3HC1 NIPA HSPC216,ZC3HC1
NP_060716,Q86WR0,CCDC25,CCDC25
NP_919307,Q86WX3,RPS19BP1 AROS,RPS19BP1
NP_031398,Q86XP3,DDX42,DDX42
NP_786883,Q86Y26,NUTM1 C15orf55 NUT,NUTM1
NP_778238,Q86Y46,KRT73 K6IRS3 KB36 KRT6IRS3,KRT73
NP_766333,Q8BFR5,Tufm,Tufm
NP_835736,Q8BFU2,H2ac25 H2aw Hist3h2a,H2ac25
NP_848823,Q8BFV2,Pcid2,Pcid2
NP_001139424,Q8BFW7,Lpp,Lpp
NP_849265,Q8BFW9,Slc2a12 Glut12,Slc2a12
NP_780706,Q8BFZ3,Actbl2,Actbl2
NP_666242,Q8BG05,Hnrnpa3 Hnrpa3,Hnrnpa3
NP_997615,Q8BG15,Ctdspl2 D2Ertd485e,Ctdspl2
NP_663600,Q8BGD9,Eif4b,Eif4b
NP_598630,Q8BGS7,Cept1,Cept1
NP_766017,Q8BGT7,Smndc1 Smnr Spf30,Smndc1
NP_808254,Q8BGY2,Eif5a2,Eif5a2
NP_579935,Q8BGZ7,Krt75 Kb18,Krt75
NP_083270,Q8BH04,Pck2,Pck2
NP_083060,Q8BH61,F13a1 F13a,F13a1
NP_780609,Q8BH69,Sephs1 Sps1,Sephs1
NP_444349,Q8BH95,Echs1,Echs1
NP_780331,Q8BHC1,Rab39b,Rab39b
NP_780771,Q8BHD0,Rab39a Rab39,Rab39a
NP_997589,Q8BHL5,Elmo2 Kiaa1834,Elmo2
NP_080052,Q8BHS3,Rbm22,Rbm22
NP_663384,Q8BIW9,Chtf18 Ctf18,Chtf18
NP_083610,Q8BJ05,Zc3h14,Zc3h14
NP_765998,Q8BJ71,Nup93 Cip4 Kiaa0095,Nup93
NP_081155,Q8BJF9,Chmp2b,Chmp2b
NP_776292,Q8BK67,Rcc2 Kiaa1470,Rcc2
NP_001243074,Q8BKE5,Fsbp,Fsbp
NP_001026984,Q8BKX6,Smg1 Atx Kiaa0421 Lip,Smg1
NP_780303,Q8BKZ9,Pdhx,Pdhx
NP_001001932,Q8BL66,Eea1,Eea1
NP_666195,Q8BL97,Srsf7 Sfrs7,Srsf7
NP_766262,Q8BLG0,Phf20 Hca58,Phf20
NP_758514,Q8BLY2,Tars3 Tarsl2,Tars3
NP_653108,Q8BM55,Tmem214,Tmem214
NP_852072,Q8BMF3,Me3,Me3
NP_079713,Q8BMJ3,Eif1ax Eif1ay,Eif1ax
NP_598555,Q8BML9,Qars1 Qars,Qars1
NP_849209,Q8BMS1,Hadha,Hadha
NP_077180,Q8BP67,Rpl24,Rpl24
NP_036110,Q8BQN6,Znf146 Ozf Zfp146,Znf146
NP_775277,Q8BTH8,Csnk1g1,Csnk1g1
NP_780438,Q8BTI8,Srrm2 Kiaa0324,Srrm2
NP_765992,Q8BTY1,Kyat1 Ccbl1 Kat,Kyat1
NP_808578,Q8BTZ7,Gmppb,Gmppb
NP_058049,Q8BUN5,Smad3 Madh3,Smad3
NP_598763,Q8BVP5,Csnk1g2 Ck1g2,Csnk1g2
NP_766366,Q8BW75,Maob,Maob
NP_796317,Q8BW96,Camk1d,Camk1d
NP_082549,Q8BX10,Pgam5,Pgam5
NP_766161,Q8BX80,Engase,Engase
NP_080391,Q8BY71,Hat1,Hat1
NP_766124,Q8BZ47,Znf609 Kiaa0295 Zfp609,Znf609
NP_766271,Q8BZH4,Pogz Kiaa0461,Pogz
NP_001181954,Q8BZN4,Nuak2 Omphk2,Nuak2
NP_579923,Q8C0D7,Ing4,Ing4
NP_080255,Q8C0P0,Mastl Gw Gwl,Mastl
NP_082403,Q8C0V9,Frmd6,Frmd6
NP_808274,Q8C115,Plekhh2 Kiaa2028,Plekhh2
NP_733469,Q8C166,Cpne1,Cpne1
NP_001009818,Q8C1B7,Septin11 D5Ertd606e Sept11,Septin11
NP_848900,Q8C2K5,Rasal3,Rasal3
NP_063922,Q8C2Q3,Rbm14,Rbm14
NP_766299,Q8C3X4,Guf1,Guf1
NP_001161249,Q8C4A5,Asxl3,Asxl3
NP_690022,Q8C4X2,Csnk1g3,Csnk1g3
NP_919233,Q8C569,Fam118b,Fam118b
NP_001020081,Q8C650,Septin10 Sept10,Septin10
NP_033058,Q8C7Q4,Rbm4 Rbm4a,Rbm4
NP_766300,Q8C7R4,Uba6 Ube1l2,Uba6
NP_035796,Q8C878,Uba3 Ube1c,Uba3
NP_780760,Q8C9B9,Dido1 Datf1 Dio1,Dido1
NP_081773,Q8C9X6,Epc1,Epc1
NP_808587,Q8CCT4,Tceal5,Tceal5
NP_808434,Q8CD26,Slc35e1,Slc35e1
NP_058072,Q8CDN6,Txnl1 Trp32 Txnl,Txnl1
NP_001076800,Q8CEC0,Nup88,Nup88
NP_766042,Q8CEG0,Panx3,Panx3
NP_033832,Q8CFQ3,Aqr Kiaa0560,Aqr
NP_032043,Q8CG48,Smc2 Cape Fin16 Smc2l1,Smc2
NP_598686,Q8CGC6,Rbm28,Rbm28
NP_084011,Q8CGC7,Eprs1 Eprs Qprs,Eprs1
NP_766236,Q8CGE8,Ifi205a Ifi205,Ifi205a
NP_783596,Q8CGP1,H2bc12 Hist1h2bk,H2bc12
NP_835509,Q8CGP2,Hist1h2bp,Hist1h2bp
NP_783592,Q8CGP5,Hist1h2af,Hist1h2af
NP_783590,Q8CGP6,H2ac12 Hist1h2ah,H2ac12
NP_835490,Q8CGP7,H2ac15 Hist1h2ak,H2ac15
NP_613051,Q8CGZ0,Cherp Scaf6,Cherp
NP_080477,Q8CH18,Ccar1 Carp1,Ccar1
NP_149156,Q8CHH9,Septin8 Kiaa0202 Sept8,Septin8
NP_083613,Q8CHI8,Ep400 Kiaa1498,Ep400
NP_740748,Q8CHR6,Dpyd,Dpyd
NP_780647,Q8CHT0,Aldh4a1,Aldh4a1
NP_705795,Q8CI08,Slain2 Kiaa1458,Slain2
NP_705775,Q8CI11,Gnl3 Ns,Gnl3
NP_001177781,Q8CI51,Pdlim5 Enh,Pdlim5
NP_852082,Q8CID0,Kat14 Csrp2bp,Kat14
NP_034068,Q8CIE6,Copa,Copa
NP_742158,Q8CIH9,Ppat,Ppat
NP_081532,Q8CIM8,Ints4,Ints4
NP_796300,Q8CIN4,Pak2,Pak2
NP_705718,Q8IU85,CAMK1D CAMKID,CAMK1D
NP_778235,Q8IUE6,H2AC21 HIST2H2AB,H2AC21
NP_705835,Q8IUR6,CREBRF C5orf41,CREBRF
NP_671728,Q8IVF6,ANKRD18A KIAA2015,ANKRD18A
NP_115544,Q8IWA0,WDR75 UTP17,WDR75
NP_001157745,Q8IWI9,MGA KIAA0518 MAD5,MGA
NP_006378,Q8IWX8,CHERP DAN26 SCAF6,CHERP
NP_001155133,Q8IX03,WWC1 KIAA0869,WWC1
NP_060707,Q8IX12,CCAR1 CARP1 DIS,CCAR1
NP_001136270,Q8IXM2,BAP18 C17orf49,BAP18
NP_055925,Q8IY18,SMC5 KIAA0594 SMC5L1,SMC5
NP_060117,Q8IY81,FTSJ3 SB92,FTSJ3
NP_005830,Q8IYB3,SRRM1 SRM160,SRRM1
NP_060564,Q8IYD1,GSPT2 ERF3B,GSPT2
NP_079114,Q8IYQ7,THNSL1,THNSL1
NP_443160,Q8IYR2,SMYD4 KIAA1936,SMYD4
NP_071373,Q8IZ13,FAM200C Buster3 C5orf54 ZBED8,FAM200C
NP_055204,Q8IZL8,PELP1 HMX3 MNAR,PELP1
NP_734467,Q8IZQ5,SELENOH C11orf31 SELH,SELENOH
NP_598677,Q8JZQ9,Eif3b Eif3s9,Eif3b
NP_690037,Q8JZX4,Rbm17 Spf45,Rbm17
NP_899073,Q8K003,Tma7 Ccdc72,Tma7
NP_001020563,Q8K019,Bclaf1 Btf Kiaa0164,Bclaf1
NP_079695,Q8K039,,
NP_666153,Q8K0C9,Gmds,Gmds
NP_862897,Q8K0E8,Fgb,Fgb
NP_705785,Q8K0Y7,Paxx,Paxx
NP_062803,Q8K1E0,Stx5 Stx5a,Stx5
NP_082145,Q8K1R3,Pnpt1 Pnpase,Pnpt1
NP_694766,Q8K224,Nat10 Kiaa1709,Nat10
NP_038880,Q8K268,Abcf3,Abcf3
NP_075770,Q8K2B3,Sdha,Sdha
NP_001107046,Q8K2F0,Brd3 Fsrg2,Brd3
NP_034901,Q8K310,Matr3,Matr3
NP_080136,Q8K363,Ddx18,Ddx18
NP_659162,Q8K3A9,Mepce Bcdin3 Bipl1 D5Wsu46e,Mepce
NP_683734,Q8K3Z9,Pom121 Nup121,Pom121
NP_660113,Q8K411,Pitrm1 Kiaa1104 Ntup1,Pitrm1
NP_694629,Q8K4J6,Mrtfa Bsac Mal Mkl1,Mrtfa
NP_694793,Q8K4L3,Svil,Svil
NP_083142,Q8K4P0,Wdr33 Wdc146,Wdr33
NP_080451,Q8K4Z5,Sf3a1,Sf3a1
NP_631972,Q8K557,Onecut3,Onecut3
NP_001093140,Q8N0T1,RBIS C8orf59,RBIS
NP_996531,Q8N0X4,CLYBL CLB,CLYBL
NP_001025062,Q8N0Y7,PGAM4 PGAM3,PGAM4
NP_057648,Q8N111,CEND1 BM88,CEND1
NP_954634,Q8N142,ADSS1 ADSSL1,ADSS1
NP_066997,Q8N163,CCAR2 DBC1 KIAA1967,CCAR2
NP_055484,Q8N1F7,NUP93 KIAA0095,NUP93
NP_055865,Q8N1G2,CMTR1 FTSJD2 KIAA0082 MTR1,CMTR1
NP_001073922,Q8N201,INTS1 KIAA1440 UNQ1821/PRO3434,INTS1
NP_778225,Q8N257,H2BC26 H2BU1 HIST3H2BB,H2BC26
NP_006819,Q8N3C0,ASCC3 HELIC1 RQT2,ASCC3
NP_001036214,Q8N3U4,STAG2 SA2,STAG2
NP_116172,Q8N4T8,CBR4 SDR45C1,CBR4
NP_001185461,Q8N573,OXR1 Nbla00307,OXR1
NP_932343,Q8N6N3,C1orf52 BAG GM117,C1orf52
NP_783202,Q8N6T3,ARFGAP1 ARF1GAP,ARFGAP1
NP_001254542,Q8N6U8,GPR161,GPR161
NP_653232,Q8N8E2,ZNF513,ZNF513
NP_997389,Q8N8I0,SAMD12,SAMD12
NP_689529,Q8N8R7,ARL14EP ARF7EP C11orf46,ARL14EP
NP_001008493,Q8N8S7,ENAH MENA,ENAH
NP_689544,Q8N9L9,ACOT4 PTE2B PTEIB,ACOT4
NP_001018077,Q8NC51,SERBP1 PAIRBP1 CGI-55,SERBP1
NP_543023,Q8NC74,RBBP8NL C20orf151,RBBP8NL
NP_056290,Q8NCA5,FAM98A,FAM98A
NP_037418,Q8NDT2,RBM15B OTT3,RBM15B
NP_001004304,Q8NDX6,ZNF740 TB7,ZNF740
NP_001020262,Q8NE71,ABCF1 ABC50,ABCF1
NP_689759,Q8NEF9,SRFBP1,SRFBP1
NP_733751,Q8NEZ4,KMT2C HALR KIAA1506 MLL3,KMT2C
NP_113637,Q8NF64,ZMIZ2 KIAA1886 ZIMP7 HRIHFB2007,ZMIZ2
NP_683692,Q8NFC6,BOD1L1 BOD1L FAM44A KIAA1327,BOD1L1
NP_001106678,Q8NFU3,TSTD1 KAT,TSTD1
NP_689416,Q8NFU5,IPMK IMPK,IPMK
NP_061156,Q8NFW8,CMAS,CMAS
NP_001001922,Q8NH56,OR52N5,OR52N5
NP_001075019,Q8NI27,THOC2 CXorf3,THOC2
NP_666220,Q8QZS1,Hibch,Hibch
NP_659033,Q8QZT1,Acat1,Acat1
NP_694698,Q8R001,Mapre2,Mapre2
NP_001165617,Q8R010,Aimp2 Jtv1,Aimp2
NP_848760,Q8R016,Blmh,Blmh
NP_666178,Q8R050,Gspt1 Erf3a,Gspt1
NP_796275,Q8R081,Hnrnpl Hnrpl,Hnrnpl
NP_081092,Q8R0A0,Gtf2f2,Gtf2f2
NP_001025149,Q8R0A5,Tceal3,Tceal3
NP_075832,Q8R0F6,Ilkap,Ilkap
NP_758492,Q8R0G9,Nup133,Nup133
NP_598693,Q8R0L9,Tada3 Ada3 Tada3l,Tada3
NP_776096,Q8R0W1,Cipc Kiaa1737,Cipc
NP_666231,Q8R1F1,Niban2 Fam129b,Niban2
NP_666090,Q8R1G6,Pdlim2,Pdlim2
NP_808356,Q8R1M2,H2aj,H2aj
NP_666341,Q8R1Q8,Dync1li1 Dncli1 Dnclic1,Dync1li1
NP_079958,Q8R326,Pspc1 Psp1,Pspc1
NP_081594,Q8R331,Znhit1,Znhit1
NP_084423,Q8R3B7,Brd8,Brd8
NP_666266,Q8R3G1,Ppp1r8 Nipp1,Ppp1r8
NP_083832,Q8R4N0,Clybl Clb,Clybl
NP_083673,Q8R4X3,Rbm12,Rbm12
NP_976033,Q8TA86,RP9,RP9
NP_653263,Q8TAA3,PSMA8 PSMA7L,PSMA8
NP_653219,Q8TAK5,GABPB2,GABPB2
NP_003066,Q8TAQ2,SMARCC2 BAF170,SMARCC2
NP_003959,Q8TBC4,UBA3 UBE1C,UBA3
NP_079055,Q8TBX8,PIP4K2C PIP5K2C,PIP4K2C
NP_149100,Q8TCS8,PNPT1 PNPASE,PNPT1
NP_060791,Q8TDN6,BRIX1 BRIX BXDC2,BRIX1
NP_872349,Q8TEA1,NSUN6 NOPD1,NSUN6
NP_115543,Q8TEQ0,SNX29 RUNDC2A,SNX29
NP_659180,Q8VBW6,Nae1 Appbp1,Nae1
NP_080308,Q8VC85,Lsm1,Lsm1
NP_659182,Q8VCD5,Med17 Crsp6 Trap80,Med17
NP_001074778,Q8VD65,Pik3r4 Vps15,Pik3r4
NP_071855,Q8VDD5,Myh9,Myh9
NP_598569,Q8VDJ3,Hdlbp,Hdlbp
NP_659171,Q8VDM6,Hnrnpul1 Hnrpul1,Hnrnpul1
NP_666167,Q8VDP4,Ccar2,Ccar2
NP_079855,Q8VE65,Taf12,Taf12
NP_062719,Q8VE70,Pdcd10 Tfar15,Pdcd10
NP_079993,Q8VE92,Rbm4b Rbm30,Rbm4b
NP_666175,Q8VED5,Krt79 Kb38,Krt79
NP_001157695,Q8VEE4,Rpa1,Rpa1
NP_569053,Q8VEJ9,Vps4a,Vps4a
NP_058085,Q8VEK3,Hnrnpu Hnrpu,Hnrnpu
NP_573505,Q8VH51,Rbm39 Caper Rnpc2,Rbm39
NP_001074654,Q8VHX6,Flnc Abpl Fln2,Flnc
NP_084411,Q8VII3,Cst14,Cst14
NP_073570,Q8WU79,SMAP2 SMAP1L,SMAP2
NP_066990,Q8WUU5,GATAD1 ODAG,GATAD1
NP_056419,Q8WV16,DCAF4 WDR21 WDR21A,DCAF4
NP_660358,Q8WV93,AFG1L AFG1 LACE1,AFG1L
NP_071375,Q8WVB6,CHTF18 C16orf41 CTF18,CHTF18
NP_476527,Q8WVJ9,TWIST2 BHLHA39 DERMO1,TWIST2
NP_065090,Q8WW12,PCNP,PCNP
NP_061072,Q8WW22,DNAJA4,DNAJA4
NP_060404,Q8WWQ0,PHIP DCAF14 WDR11,PHIP
NP_079303,Q8WXB4,ZNF606 KIAA1852 ZNF328,ZNF606
NP_065804,Q8WXE0,CASKIN2 KIAA1139,CASKIN2
NP_001035879,Q8WXF1,PSPC1 PSP1,PSPC1
NP_061720,Q8WXX0,DNAH7 KIAA0944,DNAH7
NP_036462,Q8WYB5,KAT6B KIAA0383 MORF MOZ2 MYST4,KAT6B
NP_115705,Q8WYH8,ING5,ING5
NP_001243779,Q8WZ42,TTN,TTN
NP_080973,Q91V41,Rab14,Rab14
NP_079754,Q91V64,Isoc1,Isoc1
NP_598798,Q91V92,Acly,Acly
NP_619610,Q91VC3,Eif4a3 Ddx48,Eif4a3
NP_082720,Q91VJ2,Cavin3 Prkcdbp Srbc,Cavin3
NP_001239018,Q91VM5,Rbmxl1 Rbmxrt,Rbmxl1
NP_065640,Q91VR2,Atp5f1c Atp5c1,Atp5f1c
NP_598801,Q91VR5,Ddx1,Ddx1
NP_663570,Q91VT4,Cbr4,Cbr4
NP_542126,Q91VW3,Sh3bgrl3,Sh3bgrl3
NP_082497,Q91WE2,Psme3ip1 Fam192a Nip30,Psme3ip1
NP_542366,Q91WK2,Eif3h Eif3s3,Eif3h
NP_659098,Q91WK7,Ankrd54 Liar,Ankrd54
NP_033287,Q91WM1,Strbp Spnr,Strbp
NP_598912,Q91WQ3,Yars1 Yars,Yars1
NP_598768,Q91WS0,Cisd1 D10Ertd214e Zcd1,Cisd1
NP_035921,Q91X20,Ash2l,Ash2l
NP_666169,Q91XC8,Dap,Dap
NP_473438,Q91XU3,Pip4k2c Pip5k2c,Pip4k2c
NP_659152,Q91Y97,Aldob Aldo2,Aldob
NP_444437,Q91YE3,Egln1,Egln1
NP_666203,Q91YH5,Atl3,Atl3
NP_598567,Q91YN5,Uap1,Uap1
NP_083723,Q91YP2,Nln,Nln
NP_598694,Q91YQ5,Rpn1,Rpn1
NP_079622,Q91YQ7,Rmnd5b,Rmnd5b
NP_032997,Q91YR1,Twf1 Ptk9,Twf1
NP_542766,Q91Z83,Myh7,Myh7
NP_620097,Q91ZE0,Tmlhe Tmlh,Tmlhe
NP_444354,Q91ZW3,Smarca5 Snf2h,Smarca5
NP_291096,Q920B9,Supt16h Fact140 Factp140 Supt16,Supt16h
NP_001240680,Q920E5,Fdps,Fdps
NP_081489,Q921D4,Med6,Med6
NP_663531,Q921F2,Tardbp Tdp43,Tardbp
NP_598738,Q921I1,Tf Trf,Tf
NP_001074437,Q921M4,Golga2,Golga2
NP_598908,Q922B1,Macrod1 Lrp16,Macrod1
NP_082996,Q922P9,Glyr1 Np60,Glyr1
NP_598466,Q922Q4,Pycr2,Pycr2
NP_081287,Q922U2,Krt5 Krt2-5,Krt5
NP_068360,Q923D5,Wbp11 Sipp1,Wbp11
NP_663607,Q923G2,Polr2h,Polr2h
NP_848712,Q923T9,Camk2g,Camk2g
NP_004930,Q92499,DDX1,DDX1
NP_082158,Q924A2,Cic Kiaa0306,Cic
NP_006017,Q92522,H1-10 H1FX,H1-10
NP_006575,Q92526,CCT6B,CCT6B
NP_055968,Q92576,PHF3 KIAA0244,PHF3
NP_055572,Q92585,MAML1 KIAA0200,MAML1
NP_006635,Q92598,HSPH1 HSP105 HSP110 KIAA0201,HSPH1
NP_001092281,Q92599,SEPTIN8 KIAA0202 SEPT8,SEPTIN8
NP_080667,Q925E7,Ppp2r2d D7Ertd753e Kiaa1541,Ppp2r2d
NP_849534,Q925I1,Atad3 Atad3a Kiaa1273,Atad3
NP_001073587,Q925J9,Med1 Crsp210 Drip205 Pbp Pparbp Trap220 Trip2,Med1
NP_001070913,Q92613,JADE3 KIAA0215 PHF16,JADE3
NP_006392,Q92688,ANP32B APRIL PHAPI2,ANP32B
NP_005964,Q92733,PRCC TPRC,PRCC
NP_006400,Q92747,ARPC1A SOP2L,ARPC1A
NP_003213,Q92754,TFAP2C,TFAP2C
NP_001518,Q92769,HDAC2,HDAC2
NP_006259,Q92785,DPF2 BAF45D REQ UBID4,DPF2
NP_006757,Q92794,KAT6A MOZ MYST3 RUNXBP2 ZNF220,KAT6A
NP_004810,Q92797,SYMPK SPK,SYMPK
NP_006377,Q92841,DDX17,DDX17
NP_005723,Q92878,RAD50,RAD50
NP_036515,Q92882,OSTF1,OSTF1
NP_056513,Q92917,GPKOW GPATC5 GPATCH5 T54,GPKOW
NP_003065,Q92922,SMARCC1 BAF155,SMARCC1
NP_057614,Q92930,RAB8B,RAB8B
NP_003676,Q92945,KHSRP FUBP2,KHSRP
NP_001510,Q92994,BRF1 BRF GTF3B TAF3B2 TAF3C,BRF1
NP_003461,Q93009,USP7 HAUSP,USP7
NP_001186143,Q93045,STMN2 SCG10 SCGN10,STMN2
NP_001008712,Q93062,RBPMS HERMES,RBPMS
NP_001180418,Q93073,SECISBP2L KIAA0256,SECISBP2L
NP_005111,Q93074,MED12 ARC240 CAGH45 HOPA KIAA0192 TNRC11 TRAP230,MED12
NP_003503,Q93077,H2AC6 H2AFL HIST1H2AC,H2AC6
NP_003515,Q93079,H2BC9 H2BFJ HIST1H2BH,H2BC9
NP_035658,Q93092,Taldo1 Tal Taldo,Taldo1
NP_001006934,Q969E4,TCEAL3 MSTP072,TCEAL3
NP_659477,Q969G5,CAVIN3 PRKCDBP SRBC,CAVIN3
NP_542392,Q969I3,GLYATL1 GNAT,GLYATL1
NP_065882,Q969V6,MRTFA KIAA1438 MAL MKL1,MRTFA
NP_733759,Q96A08,H2BC1 HIST1H2BA TSH2B,H2BC1
NP_116185,Q96A49,SYAP1 PRO3113,SYAP1
NP_003893,Q96AE4,FUBP1,FUBP1
NP_065747,Q96AT1,KIAA1143,KIAA1143
NP_976328,Q96AV8,E2F7,E2F7
NP_116211,Q96C01,FAM136A,FAM136A
NP_620156,Q96C23,GALM BLOCK25,GALM
NP_542775,Q96C24,SYTL4,SYTL4
NP_037460,Q96C36,PYCR2,PYCR2
NP_054745,Q96C86,DCPS DCS1 HINT5 HSPC015,DCPS
NP_619634,Q96C90,PPP1R14B PLCB3N PNG,PPP1R14B
NP_065128,Q96CB8,INTS12 PHF22 SBBI22,INTS12
NP_689497,Q96CF2,CHMP4C SHAX3,CHMP4C
NP_057132,Q96CN7,ISOC1 CGI-111,ISOC1
NP_612451,Q96CT7,CCDC124,CCDC124
NP_004059,Q96CW1,AP2M1 CLAPM1 KIAA0109,AP2M1
NP_741995,Q96DA2,RAB39B,RAB39B
NP_078969,Q96DC8,ECHDC3 PP1494 PP8332,ECHDC3
NP_001229476,Q96DE5,ANAPC16 C10orf104 CENP-27,ANAPC16
NP_620164,Q96DG6,CMBL,CMBL
NP_004805,Q96DI7,SNRNP40 PRP8BP SFP38 WDR57,SNRNP40
NP_612462,Q96E17,RAB3C,RAB3C
NP_062556,Q96E39,RBMXL1,RBMXL1
NP_079139,Q96EI5,TCEAL4 NPD017,TCEAL4
NP_932332,Q96EK6,GNPNAT1 GNA1,GNPNAT1
NP_061832,Q96EP5,DAZAP1,DAZAP1
NP_612423,Q96ES7,SGF29 CCDC101,SGF29
NP_444271,Q96EV2,RBM33 PRR8,RBM33
NP_001012300,Q96EZ8,MCRS1 INO80Q MSP58,MCRS1
NP_055191,Q96F07,CYFIP2 KIAA1168 PIR121,CYFIP2
NP_597998,Q96F10,SAT2 SSAT2,SAT2
NP_057081,Q96FB5,METTL25B C1orf66 RRNAD1 CGI-41,METTL25B
NP_525127,Q96FQ6,S100A16 S100F AAG13,S100A16
NP_060072,Q96G74,OTUD5,OTUD5
NP_073599,Q96G75,RMND5B UNQ2508/PRO5996,RMND5B
NP_116249,Q96GA3,LTV1 C6orf93,LTV1
NP_057128,Q96GK7,FAHD2A CGI-105,FAHD2A
NP_001165774,Q96GX5,MASTL GW GWL THC2,MASTL
NP_057041,Q96GX9,APIP CGI-29,APIP
NP_061977,Q96GY3,LIN37 MSTP064,LIN37
NP_001244119,Q96HA1,POM121 KIAA0618 NUP121 POM121A,POM121
NP_006448,Q96HC4,PDLIM5 ENH L9,PDLIM5
NP_056143,Q96HN2,AHCYL2 KIAA0828,AHCYL2
NP_065863,Q96HP0,DOCK6 KIAA1395,DOCK6
NP_001164014,Q96HS1,PGAM5,PGAM5
NP_291025,Q96HW7,INTS4 MSTP093,INTS4
NP_061176,Q96HY7,DHTKD1 KIAA1630,DHTKD1
NP_116294,Q96I25,RBM17 SPF45,RBM17
NP_001171070,Q96I99,SUCLG2,SUCLG2
NP_149074,Q96JC9,EAF1,EAF1
NP_877496,Q96JJ3,ELMO2 CED12A KIAA1834,ELMO2
NP_003852,Q96JK2,DCAF5 BCRG2 KIAA1824 WDR22,DCAF5
NP_061187,Q96JK9,MAML3 KIAA1816,MAML3
NP_115812,Q96JM3,CHAMP1 C13orf8 CAMP CHAMP KIAA1802 ZNF828,CHAMP1
NP_067643,Q96JY6,PDLIM2 PP6345,PDLIM2
NP_689478,Q96K17,BTF3L4,BTF3L4
NP_079157,Q96K37,SLC35E1 PSEC0038,SLC35E1
NP_060962,Q96KB5,PBK TOPK,PBK
NP_542163,Q96KK5,H2AC12 HIST1H2AH HIST1H2AI,H2AC12
NP_060705,Q96KP4,CNDP2 CN2 CPGL HEL-S-13 PEPA,CNDP2
NP_057191,Q96KR1,ZFR,ZFR
NP_542784,Q96L21,RPL10L,RPL10L
NP_071900,Q96L73,NSD1 ARA267 KMT3B,NSD1
NP_056224,Q96L91,EP400 CAGH32 KIAA1498 KIAA1818 TNRC12,EP400
NP_631906,Q96LD1,SGCZ,SGCZ
NP_115810,Q96ME7,ZNF512 KIAA1805,ZNF512
NP_001026902,Q96MU7,YTHDC1 KIAA1966 YT521,YTHDC1
NP_001124336,Q96N64,PWWP2A KIAA1935 MST101,PWWP2A
NP_001258928,Q96N67,DOCK7 KIAA1771,DOCK7
NP_612147,Q96NL0,RUNDC3B RPIB9 RPIP9,RUNDC3B
NP_006319,Q96PK6,RBM14 SIP,RBM14
NP_065984,Q96PQ6,ZNF317 KIAA1588,ZNF317
NP_690856,Q96PU4,UHRF2 NIRF RNF107,UHRF2
NP_061915,Q96PZ0,PUS7 KIAA1897,PUS7
NP_055907,Q96Q15,SMG1 ATX KIAA0421 LIP,SMG1
NP_002705,Q96QC0,PPP1R10 CAT53 FB19 PNUTS,PPP1R10
NP_060676,Q96QK1,VPS35 MEM3 TCCCTA00141,VPS35
NP_443102,Q96RF0,SNX18 SH3PXD3B,SNX18
NP_055940,Q96RK0,CIC KIAA0306,CIC
NP_150648,Q96RL7,VPS13A CHAC KIAA0986,VPS13A
NP_064551,Q96RQ3,MCCC1 MCCA,MCCC1
NP_064520,Q96S55,WRNIP1 WHIP,WRNIP1
NP_115984,Q96SB3,PPP1R9B PPP1R6,PPP1R9B
NP_060857,Q96SI9,STRBP SPNR,STRBP
NP_057662,Q96T23,RSF1 HBXAP XAP8,RSF1
